event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IND73532,2020-04-11,2020,1,Political violence,Riots,Mob violence,Rioters (India),Muslim Group (India),Rioters,Police Forces of India (2014-),Civilians (India); Health Workers (India),State forces,State forces-Rioters,,356,South Asia,India,Uttar Pradesh,Meerut,Meerut,Meerut,28.98,77.7063,1,Indo-Asian News Service,Regional,"On 11 April 2020, a mob consisting of a Muslim cleric attacked and pelted stones at the police and health workers in Meerut (UP) in their attempt to enforce the lockdown imposed to prevent coronavirus transmissions. 8 booked and 4 injured.",0,crowd size=at least 8,1707858619
IND73882,2020-04-11,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Haryana,Panchkula,Panchkula,Ramgarh,30.6487,76.8877,2,Chandigarh Tribune,Subnational,"On 11 April 2020, a staff nurse of the Civil Hospital was allegedly assaulted by some youths guarding an entry point (assumed to limit movement due to coronavirus) to Billah village near Ramgarh.",0,crowd size=no report,1712695427
IND73662,2020-04-11,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Police Forces of India (2014-),Civilians (India); Health Workers (India),State forces,State forces-Rioters,,356,South Asia,India,Jammu and Kashmir,Badgam,Budgam,Budgam,34.0152,74.7207,2,Amar Ujala,Subnational,"On 11 April 2020, rioters attacked a health team at Budgam district (J&K) and kept them detained during the ongoing lockdown due to the coronavirus. Later rioters pelted stones at a police team who had gone there to free the trapped health team. Three policemen were injured in the stone pelting.",0,crowd size=no report,1722974438
IND73533,2020-04-10,2020,1,Political violence,Riots,Mob violence,Rioters (India),Hindu Group (India),Rioters,Civilians (India),Health Workers (India); Muslim Group (India); Women (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Haryana,Panchkula,Panchkula,Panchkula,30.6946,76.8504,1,Chandigarh Tribune,Subnational,"On 10 April 2020, a mob of around 25 men (assumed Hindu) attacked and beat a Muslim nurse in Panchkula (Haryana) and prevented her from entering her village under the suspicion that she will spread coronavirus.",0,crowd size=around 25,1719352796
IND73629,2020-04-09,2020,1,Political violence,Violence against civilians,Attack,Police Forces of India (2014-),,State forces,Civilians (India),Health Workers (India),Civilians,State forces-Civilians,Civilian targeting,356,South Asia,India,Madhya Pradesh,Bhopal,Huzur,Bhopal,23.2546,77.4028,1,Times of India,National,"On 9 April 2020, two doctors were beaten up by police with sticks close to their hospital in Bhopal city (Bhopal, Madhya Pradesh), who accused them of spreading the coronavirus.",0,crowd size=no report,1649278361
IND73620,2020-04-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai,19.0728,72.8826,1,Times of India,National,"On 8 April 2020, nurses and paramedical employees of a municipal hospital staged a protest in Mumbai city (Mumbai city, Maharashtra) against the poor quality of personal protection equipment (PPE) provided to combat the coronavirus pandemic.",0,crowd size=no report,1730240661
IND73621,2020-04-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai Suburban - Andheri,19.1013,72.8427,1,Hindustan Times,National,"On 8 April 2020, over 150 nursing staff, paramedics and other workers staged a protest at the K B Bhabha Hospital in Bandra locality of Mumbai City (coded to Mumbai Suburban - Andheri, Maharashtra), demanding that the health department quarantines them, after a woman who died at the hospital tested positive for coronavirus.",0,crowd size=over 150,1730240661
IND73668,2020-04-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Tripura,West Tripura,Mohanpur,Agartala,23.833,91.2864,1,Tripura Infoway,Subnational,"On 8 April 2020, nurses of GB Hospital staged a protest in front of the Hospital in Agartala town (West Tripura district, Tripura) against the shortage of masks, gloves, sanitizers and PPE to fight coronavirus cases in the hospital.",0,crowd size=no report,1736895051
IND73728,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,Economic Times (India),National,"On 6 April 2020, resident doctors of the Government Medical College and Hospital staged a protest in Aurangabad city (Aurangabad, Maharashtra), demanding personal protective equipment (PPE) and N95 surgical masks for their own safety during the coronavirus epidemic.",0,crowd size=no report,1649278361
IND73642,2020-04-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Early Times (India),Subnational,"On 6 April 2020, contractual health workers protested at Kathua city (J&K) against the issuance of termination letter at the end of their contract.",0,crowd size=no report,1719352796
IND73517,2020-04-05,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Hindustan Times,National,"On 5 April 2020, locals attacked a group of health workers with sticks in Ludhiana (Punjab) allegedly over concerns of them spreading coronavirus.",0,crowd size=no report,1649284045
IND73495,2020-04-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Doda,Doda,Doda,33.1454,75.5635,1,Daily Excelsior,Subnational,"On 4 April 2020, contractual health workers protested at Doda city (J&K) against the issuance of termination letter at the end of their contract.",0,crowd size=no report,1586285314
IND73514,2020-04-04,2020,1,Political violence,Riots,Mob violence,Rioters (India),Muslim Group (India),Rioters,Police Forces of India (2014-),Civilians (India); Health Workers (India),State forces,State forces-Rioters,,356,South Asia,India,Uttar Pradesh,Firozabad,Firozabad,Firozabad,27.1509,78.3978,1,Times of India,National,"On 4 April 2020, 27 people who were being tested for coronavirus after being in contact with an infected Tablighi Jamaat congregation have been arrested in Firozabad (UP) for violating the lockdown imposed to prevent coronavirus transmission and spitting on the Firozabad Hospital walls. They began spitting to spread the virus after authorities instructed them to maintain social distancing protocols, some were praying outside the isolation ward.",0,crowd size=27,1635167923
IND73588,2020-04-04,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Maharashtra,Ahmednagar,Nagar,Ahmednagar,19.0945,74.7384,2,OpIndia,National,"On 4 April 2020, residents assaulted health officials seeking contact details of coronavirus positive patients in Ahmednagar district (Maharashtra) on the suspicion that they were collecting data for the Citizenship (Amendment) Act, 2019 (CAA) and the National Register of Citizens (NRC).",0,crowd size=no report,1680633751
IND73409,2020-04-04,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Uttar Pradesh,Banda,Banda,Banda,25.4775,80.3349,1,Deccan Herald,National,"As reported on 4 April 2020, medical staff in a Government hospital staged a protest in Banda city (UP) demanding better safety gear and equipment to deal with coronavirus.",0,crowd size=no report,1702343426
IND73496,2020-04-04,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Health Workers (India),Protesters,Police Forces of India (2014-),,State forces,State forces-Protesters,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,Subnational,"On 4 April 2020, contractual health workers protested in Kathua city (J&K) against the issuance of termination letter at the end of their contract and demanded extension of service. This was the second consecutive day of the protest. Police dispersed the demonstrators.",0,crowd size=no report,1721763517
IND73563,2020-04-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India); Women (India),Protesters,,,,Protesters only,,356,South Asia,India,Telangana,Adilabad,Adilabad,Adilabad,19.672,78.5359,1,The Hindu,National,"On 4 April 2020, ASHA workers staged a protest in Adilabad city (Adilabad, TS) as residents were obstructing them from carrying out coronavirus surveys.",0,crowd size=no report,1726602888
IND73565,2020-04-04,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Tamil Nadu,Thoothukudi,Kovilpatti,Kayathar,8.9468,77.7737,2,Times of India,National,"On 4 April 2020, villagers attacked a group of medical workers in a village near Kayathar town (Tuticorin, TN) as they had come to pick up the family members of a coronavirus patient.",0,crowd size=no report,1738102164
IND73586,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Jharkhand,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagata,Dhanbad,23.8019,86.4432,1,Hindustan Times,National,"On 3 April 2020, doctors and nurses sat on a dharna outside Jainamore Referral Hospital in Dhanbad town (Dhanbad, Jharkhand), demanding arrest of the JMM leaders who beat up their colleagues for denying second time blood pressure check-up.",0,crowd size=no report,1649278361
IND73585,2020-04-03,2020,1,Political violence,Riots,Mob violence,Rioters (India),JMM: Jharkhand Mukti Morcha,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Jharkhand,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagata,Dhanbad,23.8019,86.4432,1,Hindustan Times,National,"On 3 April 2020, Jharkhand Mukti Morcha (JMM) Bokaro district vice-president and his associate beat up a medical officer and nurses at Jainamore Referral Hospital in Dhanbad town (Dhanbad, Jharkhand) for denying a second time blood pressure check-up.",0,crowd size=no report,1649278361
IND73394,2020-04-03,2020,1,Political violence,Violence against civilians,Attack,Police Forces of India (2014-),,State forces,Civilians (India),Health Workers (India),Civilians,State forces-Civilians,Civilian targeting,356,South Asia,India,Nagaland,Dimapur,Dimapur Sadar,Dimapur,25.9173,93.7214,1,Assam Tribune; Imphal Times,National,"On 3 April 2020, a group of police personnel allegedly assaulted a doctor at Purana Bazar in Dimapur town (Dimapur district, Manipur) when he was returning home from work amid the nationwide lockdown to contain the spread of coronavirus.",0,,1649284045
IND73406,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Chandigarh Tribune,National,"On 3 April 2020, nurses, paramedical and health workers staged a protest in Government Rajindra Hospital, Patiala city (Punjab), demanding better safety gear and equipment to deal with coronavirus.",0,crowd size=no report,1702343426
IND73408,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,1,Chandigarh Tribune,National,"On 3 April 2020, paramedical and health workers staged a protest outside the office of the Medical Superintendent, Guru Nanak Dev Hospital in Amritsar city (Punjab), demanding better safety gear and equipment to deal with coronavirus.",0,crowd size=no report,1702343426
IND73380,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India); Labor Group (India),Protesters,,,,Protesters only,,356,South Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On 3 April 2020, 150 nurses and contractual staff of MR Bangur Hospital staged a protest on the hospital compound in Kolkata city (Kolkata district, West Bengal) against the government's decision to turn the hospital into a dedicated hospital for coronavirus patients.",0,crowd size=150,1719352796
IND73491,2020-04-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,Subnational,"On 3 April 2020, contractual health workers protested at Kathua city (J&K) against the issuance of termination letter at the end of their contract and demanded extension of service.",0,crowd size=no report,1719352796
IND73463,2020-04-02,2020,2,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Madhya Pradesh,Indore,Indore,Indore,22.7179,75.8333,1,Hindustan Times,National,"As reported on 2 April 2020, locals pelted stones and chased doctors in Indore city (Indore, Madhya Pradesh) during a drive to identify possible coronavirus patients and after an elderly woman, suspected to have come in contact with a coronavirus patient, was asked to accompany the team to a hospital for diagnostic tests. A video of the incident was circulating on social media. Two doctors were injured.",0,crowd size=no report,1649284045
IND73507,2020-04-02,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Kerala,Kollam,Kunnathur,Sasthamkotta,9.029,76.6289,1,Times of India,National,"On 2 April 2020, three people attacked health workers in Sasthamkotta village (Kollam, KL) as they attempted to collect information about a birthday party during the lockdown enforced by the coronavirus crisis.",0,crowd size=5,1706054135
IND73508,2020-04-02,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India); Women (India),Protesters,,,,Protesters only,,356,South Asia,India,Telangana,Adilabad,Adilabad,Tirupally,19.69,78.5476,1,Times of India,National,"On 2 April 2020, ASHA health workers held a protest in Tirupally town (Adilabad, TS) demanding action against the man who attacked an ASHA worker collecting information about the travel history of suspected coronavirus patients.",0,crowd size=no report,1721769325
IND73460,2020-04-01,2020,1,Political violence,Riots,Mob violence,Rioters (India),,Rioters,Civilians (India),Police Forces of India (2014-); Health Workers (India),Civilians,Rioters-Civilians,Civilian targeting,356,South Asia,India,Bihar,Munger,Munger,Munger,25.3745,86.4737,2,Times of India,National,"On 1 April 2020, a mob of locals pelted stones and clashed with police and doctors in Munger district (Bihar), while they were taken to be quarantined over coronavirus suspicions, alleging lack of basic hygiene and meals at a medical facility.",0,crowd size=no report,1649278361
